,City,Latitude,Longitude,Temperature Â°F,Humidity (%),Cloud Coverage (%),Wind Speed (MPH)
302,San Luis,29.04206536388604,-113.54996710503721,86.23,25.0,91.0,4.34
303,Doka,12.6686192806457,35.79871325496535,83.59,18.0,24.0,8.41
304,Yanchukan,55.91393235700298,112.14591237701393,,,,
305,Rawson,-49.6211424455926,-60.58538634700797,68.0,37.0,90.0,26.46
306,Kargasok,61.23750745492785,79.92382907483022,3.58,94.0,100.0,15.82
307,Sola,-13.6269230466404,166.09667171914697,81.82,83.0,90.0,14.52
308,Krasnoselkup,65.35764675867296,83.37196929756277,-30.46,82.0,88.0,9.89
309,Maloshuyka,63.94929023908182,37.48035208379838,,,,
310,Arman,55.75449506473467,149.26305161325217,-8.97,80.0,24.0,7.27
311,Chengalpattu,12.714924699128005,79.97609474667098,73.4,83.0,20.0,1.77
312,Phan Thiet,9.318816756025427,109.92179942005885,66.61,86.0,17.0,4.45
313,Tonj,6.609738636781415,28.320342595108002,82.62,15.0,47.0,2.82
314,Deputatskiy,68.9680314020203,140.03601190271513,-17.79,88.0,100.0,1.54
315,Constitucion,12.360217133196656,-129.78043492691512,65.79,63.0,14.0,6.58
316,Pathein,17.71220986238228,93.82455273249053,66.81,87.0,0.0,4.85
317,Fortuna,40.63293874733725,-125.04889549846993,44.64,100.0,90.0,25.32
318,Russkaya Polyana,54.021215522544736,73.767621695213,12.33,96.0,0.0,6.13
319,Nosy Varika,-21.159774631952587,49.925902921338064,75.13,87.0,100.0,4.16
320,Diamantino,-13.68980157433893,-55.129450343141826,79.75,85.0,100.0,7.92
321,Jinchengjiang,25.34047627163187,107.5792591292851,,,,
322,Janoshaza,47.119738101005424,17.21062011202048,25.43,68.0,0.0,6.91
323,Paamiut,63.24367766937468,-47.635157642304534,10.38,89.0,1.0,16.51
324,Zhigansk,71.92702919536214,121.61270312543178,-23.71,85.0,93.0,9.37
325,Solnechnyy,60.90138646391057,137.59511928615967,2.44,93.0,100.0,1.34
326,Cascais,37.41125485744364,-13.926186104409112,59.02,67.0,97.0,6.62
327,Tezpur,26.736634629913908,92.96142675062396,68.0,50.0,77.0,0.6
328,Carnduff,48.85671964342305,-101.7959703732462,-17.12,84.0,0.0,8.25
329,Kalabo,-15.783227410863176,20.913409093929317,71.11,60.0,100.0,5.77
330,Severobaykalsk,55.349537140442465,108.45145141720735,-6.36,86.0,100.0,5.48
331,Krasnoturansk,54.092412222589275,91.47657811852065,6.8,78.0,0.0,4.47
332,Nago,26.313670055860612,129.54225049807678,66.13,72.0,40.0,17.27
333,Inderborskiy,47.88500586012205,50.77435575431588,,,,
334,Mamallapuram,11.686629093927692,83.95123841408895,73.4,83.0,20.0,5.01
335,Cabras,40.07758401925051,8.60262597909653,36.88,76.0,0.0,9.06
336,Vila,-17.168968200817318,169.85661989705784,53.01,75.0,100.0,5.01
337,Tuatapere,-57.334608705436544,157.7231657784991,55.99,93.0,95.0,8.01
338,Baiyin,36.93640904381931,104.99929614599858,24.46,62.0,0.0,4.47
339,Cap Malheureux,-17.627623445499182,56.7195856333108,77.0,80.0,64.0,3.0
340,Manggar,-3.5550301769449106,107.1719847005761,78.15,85.0,37.0,10.04
341,Bacuit,12.935388063044073,116.58264679005293,,,,
342,Dwarka,21.0516673883279,68.0025449794156,70.74,77.0,0.0,9.57
343,Brigantine,35.66008763994431,-70.74175685969752,34.97,86.0,90.0,8.05
344,Kayes,15.637334550031085,-11.197399848072536,92.03,10.0,3.0,5.91
345,Sao Joao Da Barra,-31.669635304448107,-25.684414047384053,86.0,54.0,20.0,13.8
346,Boa Vista,2.8582526518549543,-61.9178591633176,91.4,38.0,75.0,17.27
347,Andros Town,23.499264310251377,-78.1691547761239,80.6,78.0,75.0,19.57
348,Wagga Wagga,-34.80773348908832,146.96663991170186,59.0,88.0,0.0,5.75
349,San Cristobal,0.028773774812762554,-87.60723175695398,89.6,43.0,75.0,9.22
350,Sosnytsya,51.67888455857428,32.5636183816157,8.49,95.0,62.0,6.87
351,Labuan,7.317051964700795,121.00040278986796,75.09,94.0,20.0,1.14
352,Opaka,43.48981025991401,26.11922286399937,28.09,74.0,20.0,4.61
353,Pangkalanbuun,-2.8968827072084906,112.22729270481994,74.53,96.0,100.0,2.04
354,Prince George,53.837937811252544,-123.2023356424331,8.8,78.0,75.0,4.61
355,La Romana,17.767883828588225,-69.00499770550559,87.8,51.0,40.0,8.05
356,Saint-Georges,5.992259498094398,-46.28321528717646,86.0,62.0,20.0,23.02
357,Razole,15.524604925689218,82.38331668675397,66.69,83.0,3.0,0.98
358,Cidreira,-53.33189948181192,-26.607909084286263,77.31,75.0,100.0,2.8
359,Astipalaia,35.980721840913006,26.592546542388448,,,,
360,Ternate,3.8525715886416094,130.3792017196888,81.3,76.0,100.0,8.72
361,Malpe,13.13121416583158,74.45356127625874,77.0,83.0,20.0,4.29
362,Fairview,56.91272840631524,-118.56184872508754,36.05,69.0,90.0,4.61
363,Aykhal,67.29021501757774,106.30911965936502,-26.61,83.0,100.0,8.97
364,Kapit,0.35597658410377164,114.14256856534826,72.57,95.0,100.0,0.85
365,Westport,-38.17651743521703,167.2977346816504,35.31,69.0,90.0,3.44
366,Port Lincoln,-46.12662858800677,131.25577702763144,60.64,88.0,8.0,12.55
367,Airai,7.963038417330864,143.17863819530976,59.38,100.0,73.0,1.43
368,Nguiu,-8.222418847599897,128.95057554618484,,,,
369,Fort Nelson,59.489932666702174,-121.30354318795621,-14.8,76.0,40.0,2.3
370,Black River,16.30293425322091,-80.04652423468819,84.13,65.0,20.0,21.85
371,Hameenlinna,61.419435605471136,24.76972677145642,17.73,86.0,90.0,6.91
372,Vostok,53.26248432855792,151.0363000667291,2.8,94.0,87.0,1.95
373,North Bend,43.12837414702284,-133.5471080492199,47.79,87.0,90.0,12.66
374,Bandarbeyla,8.554177733926238,59.16471919023488,74.71,73.0,0.0,9.98
375,Okakarara,-21.22476456882208,18.415819199266082,69.46,68.0,87.0,10.76
376,Bozuyuk,39.94888173046493,29.965824652667948,30.02,86.0,90.0,13.8
377,Toliary,-23.879152873925918,40.81693559842685,,,,
378,Walvis Bay,-25.201816970823188,5.2009436633424855,68.09,71.0,0.0,14.14
379,Nizhniy Tsasuchey,49.56484917011272,114.4818809905729,-7.98,87.0,92.0,1.74
380,Alyangula,-14.866203712225612,138.68037224902287,82.4,83.0,75.0,4.61
381,Aguimes,24.67442787921101,-13.592511756839343,64.47,82.0,20.0,13.8
382,Panguna,-5.552524716140439,154.92878800866436,69.28,98.0,97.0,0.76
383,Oppdal,62.46858356455496,9.600892722339779,14.86,61.0,70.0,11.61
384,Norwich,53.53463789008072,1.4057773696939933,35.17,75.0,40.0,19.57
385,Seoul,35.780670346903676,126.80235053346797,42.19,87.0,90.0,3.44
386,Nizhneyansk,85.2508041422486,134.8660014970905,,,,
387,Burns Lake,56.56927909136232,-125.43691010017105,10.4,72.0,100.0,2.3
388,Mar Del Plata,-68.17153991982426,-27.116038695344486,71.51,88.0,75.0,12.66
389,Leningradskiy,80.62741386775656,175.51142011576536,-16.37,84.0,0.0,6.29
390,Zyryanovsk,50.28402903107377,84.08089369302161,1.92,86.0,63.0,0.13
391,Broome,-21.656048673612645,122.95568389885716,24.64,79.0,90.0,6.91
392,Teguise,30.257021170032445,-12.749442880651912,68.0,77.0,0.0,4.61
393,Saint George,28.91104402132875,-49.74657190209584,48.2,34.0,1.0,8.05
394,Satitoa,-14.319121354038202,-165.45127987348832,,,,
395,Dehloran,32.69111150620506,46.920512734382214,64.89,32.0,0.0,2.64
396,Bubaque,2.6946124382799894,-23.933760222912923,77.38,69.0,21.0,14.61
397,Agadez,17.791185936146093,8.042865536613022,69.33,22.0,0.0,5.32
398,Mortka,58.98701666419328,65.91045674911399,11.62,96.0,100.0,8.88
399,Coihaique,-46.77942974894487,-70.70277787736923,68.0,24.0,20.0,8.05
400,Dauphin,51.184208334626675,-99.05317454214764,-7.6,64.0,1.0,12.66
401,Benguela,-12.298530213060133,12.328210467447263,76.73,78.0,0.0,7.99
402,Kulykiv,50.241352684747255,24.543283381383873,28.47,90.0,100.0,7.0
403,Provideniya,46.97088199918295,-172.6315406119084,15.8,79.0,40.0,13.42
404,Mwense,-9.919780070420174,28.283624652362874,68.83,88.0,100.0,2.66
405,Gimli,51.788502781833785,-98.02651341459406,-11.2,44.0,58.0,6.91
406,Bengkulu,-9.204623372345424,91.45574481202908,76.48,89.0,100.0,4.59
407,Takoradi,2.0476805546232413,-0.40535248516926004,80.74,84.0,3.0,9.51
408,Buta,3.627239050485244,26.16737967382423,81.01,49.0,61.0,2.37
409,Sorland,70.32095617090613,10.850716354389391,33.8,93.0,75.0,6.91
410,Buritizeiro,-16.94253494349813,-45.091004390157394,80.55,69.0,100.0,4.34
411,Luwuk,-2.382875432549227,123.52718798808507,77.65,77.0,100.0,3.15
412,Havoysund,78.13931723981582,24.148327976236374,27.54,100.0,90.0,9.22
413,Suluq,31.559791335624467,20.8292480948667,58.12,79.0,5.0,10.87
414,Najran,18.65700390626091,45.74605709572435,64.4,25.0,0.0,3.09
415,Khani,56.819411951104854,122.73628276881698,44.6,87.0,75.0,10.36
416,Derzhavinsk,50.83039333858096,67.00630081469279,22.95,98.0,100.0,8.81
417,Kamenka,72.34362437348216,44.80927573738359,7.0,82.0,39.0,8.68
418,Deniliquin,-34.312960425441844,144.47421005841926,57.0,77.0,0.0,6.04
419,Narrabri,-30.43628555545665,149.83615090031662,58.5,77.0,22.0,9.22
420,Adrar,29.999306640811696,2.1982152393435967,73.72,18.0,0.0,10.45
421,Ossora,59.79071280410764,163.61550900226996,-1.05,91.0,100.0,5.82
422,Pacific Grove,31.416476378826204,-127.86787448422359,54.66,66.0,75.0,6.91
423,Orodara,10.841347525608526,-4.7620687972991504,91.4,38.0,1.0,3.44
424,Espanola,46.44876106318421,-81.82244210702605,8.35,72.0,90.0,21.85
425,Pahrump,37.65245038393965,-116.5560602553638,53.38,24.0,13.0,5.99
426,Magistralnyy,55.20034163568201,107.19122444338382,-7.71,89.0,100.0,3.83
427,Shimoda,34.008244757026674,139.1187669546893,59.41,77.0,100.0,14.65
428,Pavino,58.80602884104758,46.06451148244503,-2.79,92.0,100.0,6.17
429,Asuncion,-25.10941618270499,-58.21843437878121,89.6,51.0,20.0,3.44
430,Ozgon,41.29443262706815,73.48209831575201,,,,
431,Mount Gambier,-52.18337416224634,129.58944592966049,57.2,82.0,90.0,13.8
432,Lusambo,-4.88927862159197,23.871420938629115,77.23,76.0,91.0,2.59
433,Shizunai,42.085042103062875,142.8064887889247,38.7,85.0,100.0,7.23
434,Homer,60.8896619410547,-156.26308454864198,32.4,69.0,90.0,7.72
435,Tandil,-37.735979109451364,-58.566622335750765,82.99,49.0,100.0,1.01
436,Marica,-26.132212950154425,-42.944329506533165,82.24,83.0,40.0,17.27
437,Sayyan,16.209571746167583,44.01435208946663,58.1,32.0,60.0,4.12
438,Barmer,25.48849310677153,71.44643281135873,67.06,26.0,0.0,8.21
439,Jomalig,15.020103327500138,122.91624935806345,,,,
440,Plettenberg Bay,-52.64049975666912,24.69251087374667,68.4,88.0,100.0,11.72
441,Poronaysk,49.41079294191755,143.10624513198212,6.91,88.0,0.0,4.43
442,Matara,-2.3142480199691278,83.00713922490178,75.96,89.0,100.0,1.34
443,Makambako,-8.822081740885139,34.80319163486308,60.15,100.0,100.0,1.92
444,Tura,66.23663151739811,103.5839413033716,63.03,42.0,0.0,2.19
445,Dayong,29.350571390369453,109.65392592486745,57.2,94.0,0.0,2.24
446,Linxia,35.400262298237195,102.70543448762089,28.78,85.0,100.0,2.68
447,Manyana,-22.7849806278968,21.685996266723294,76.23,53.0,98.0,9.64
448,Coahuayana,-0.603804740517063,-112.60395548135708,71.6,60.0,75.0,8.59
449,Uroteppa,39.88204240773422,68.99232087035776,,,,
450,Coxim,-18.526593547511567,-55.07545051386231,87.44,66.0,100.0,6.51
451,Mugango,-1.319149640862733,33.14248409758983,75.2,83.0,20.0,4.0
452,Dunedin,-53.01068778262419,174.67715738527954,57.45,91.0,100.0,1.01
453,Meridian,32.3457213838408,-89.09248799567024,31.69,100.0,40.0,1.52
454,Rungata,-0.9914447431116287,177.82934159433864,,,,
455,Iqaluit,61.67878589697008,-66.32054132710161,-7.6,71.0,75.0,2.3
456,Sheltozero,61.21022599931453,35.39642716164016,-3.12,93.0,98.0,10.49
457,Panalingaan,11.639070119685215,113.95257607304382,75.74,81.0,100.0,7.67
458,Cabedelo,-6.711263969920708,-30.722362374092967,84.2,74.0,40.0,12.66
459,Monatele,3.982282316325083,10.964226122406728,,,,
460,Azare,11.991583740837228,10.421500209225684,76.98,17.0,0.0,6.91
461,Raghogarh,24.412152820214644,77.1263066426144,63.97,30.0,0.0,5.93
462,Zhifang,30.11429551482601,114.17393309741533,51.8,93.0,0.0,6.71
463,Copacabana,-15.90393103169427,-69.01547462854724,70.29,47.0,40.0,13.8
464,Ust-Ilimsk,57.27574262827724,101.88619335227185,-21.66,86.0,99.0,2.24
465,Tazovskiy,70.20921110933784,78.5562515072616,-36.11,82.0,20.0,9.69
466,Frunze,48.8769781940571,39.00080635615052,14.92,91.0,98.0,11.83
467,Ondjiva,-16.54297909113737,16.148798005084615,71.91,50.0,99.0,5.55
468,Gwadar,23.74350825608748,62.83954800283183,70.57,72.0,0.0,10.67
469,Nurota,42.421607171283455,64.60187751618346,42.8,65.0,0.0,4.61
470,Cartagena Del Chaira,1.038888059521966,-74.18582816487162,93.52,41.0,87.0,5.44
471,Geraldton,-27.054570751469385,119.38955527827267,71.6,78.0,0.0,8.05
472,Roberto Payan,1.3085038909062376,-78.40241065842223,,,,
473,Paciran,-5.490853916170025,112.23642815571782,76.71,89.0,100.0,8.08
474,Carutapera,10.493152432469785,-39.64110806997684,78.84,86.0,100.0,7.85
475,Hami,38.58414918902736,92.77268635568754,32.02,82.0,1.0,7.25
476,Bati,10.908340066348316,40.67618587384973,66.87,34.0,0.0,4.97
477,Umm Lajj,23.58274286626198,38.04774417530686,76.84,56.0,0.0,2.93
478,Naze,27.762318932633605,133.66560589340048,63.05,80.0,0.0,24.29
479,Astoria,45.94452880166173,-125.02925608362749,38.01,93.0,90.0,10.36
480,Half Moon Bay,30.514811610985788,-137.5786195946383,54.3,76.0,90.0,10.36
481,Sumbawa,-8.485812422569069,117.21540754318607,,,,
482,Ponta Delgada,34.88034240125488,-26.48381410373395,59.5,67.0,40.0,17.27
483,Beloha,-25.016514576894608,45.03047786753689,77.88,65.0,36.0,14.12
484,Cha Grande,-8.193313695571732,-35.42593675245084,82.4,69.0,20.0,11.5
485,Cefalu,38.817464429095054,13.97981449909426,42.13,54.0,100.0,11.01
486,Donskoye,55.946121533964174,19.163467916487207,23.0,68.0,40.0,4.47
487,Carpinteria,34.44358098671631,-119.29874385385045,61.5,39.0,100.0,1.99
488,Los Llanos De Aridane,29.804244302923124,-19.46594137553538,61.18,72.0,20.0,10.36
489,San Ignacio,5.671225540877714,128.98969960053694,86.94,66.0,40.0,6.91
490,College,66.62529062154508,-152.81485120179798,-23.1,76.0,20.0,1.86
491,Balakirevo,56.4887344772271,38.80746216857392,3.88,93.0,100.0,12.41
492,Hihifo,-16.78875739244853,-176.3379139002634,,,,
493,Martaban,16.611647344163657,97.79255129790761,65.21,73.0,21.0,2.08
494,Sambava,-11.648222536174359,52.34806661355182,77.14,87.0,100.0,5.21
495,Sudak,44.55629657444902,34.94078405306303,25.39,87.0,100.0,9.73
496,Kloulklubed,7.573379486558267,131.96519434531126,77.0,94.0,75.0,11.1
497,Trofors,65.1684796294507,14.213712804005581,21.09,93.0,20.0,2.3
498,Mount Isa,-25.30993062365694,139.64428028833078,77.0,100.0,97.0,7.96
499,Banjarmasin,-5.0080726717337285,113.72660036075905,73.4,94.0,75.0,5.75
500,Vallenar,-29.068582366317692,-68.94131466266985,88.66,20.0,0.0,14.29
501,Buqayq,25.469631329940768,49.458585072180426,,,,
502,Carora,10.51222479088483,-70.5788030830179,95.18,30.0,99.0,14.36
503,Contamana,-6.2746759524086,-74.79503227491541,88.74,57.0,98.0,3.15
504,Lewiston,46.242701582654036,-116.45758411839648,26.4,46.0,90.0,2.42
505,Praia Da Vitoria,48.76967562916656,-21.512630996283917,59.0,63.0,20.0,29.97
506,Mecca,22.63677539826918,43.358292955186585,78.66,55.0,0.0,3.91
507,Buala,-1.505234061014633,162.1923528994762,78.69,81.0,10.0,3.89
508,Troitsko-Pechorsk,62.37892777387498,56.26459637140846,-11.99,89.0,100.0,7.4
509,Varadero,23.28120018031288,-81.0315717091025,86.0,58.0,40.0,11.5
510,Nkhata Bay,-11.788532164030713,34.380314477608096,76.77,73.0,94.0,4.32
511,Kristiinankaupunki,62.14401206198352,19.912576813393088,11.8,93.0,0.0,4.52
512,Zhanaozen,43.26426114997798,52.813895355881186,40.68,78.0,100.0,7.78
513,Champerico,11.550577854858531,-93.16435088117166,89.6,51.0,20.0,11.5
514,Faya,20.62167466158354,19.432099641885827,59.9,88.0,0.0,5.75
515,Yantai,38.09063635474544,121.65882439868386,28.63,95.0,100.0,25.7
516,Kudahuvadhoo,2.8971646445130546,69.70768988194862,81.12,79.0,72.0,11.74
517,Marzuq,23.919599604261222,16.195310113458703,61.93,53.0,0.0,3.24
518,Coquimbo,-29.644079088298632,-85.17224485098431,68.0,73.0,40.0,16.11
519,Whitecourt,54.105753570598154,-116.01704188533458,-13.0,77.0,40.0,13.8
520,Inta,65.81390989733464,59.88963319142027,-5.94,89.0,100.0,17.18
521,Sogdiondon,57.6203489799245,112.14458997904939,,,,
522,Englewood,25.56571564444056,-83.9801079827663,1.62,60.0,20.0,4.18
523,Bani,17.466106048007916,-70.17209865646967,83.93,62.0,20.0,11.5
524,Mazyr,52.0523062500601,29.830099557397062,15.84,96.0,76.0,4.34
525,Kaeo,-32.71929021512993,174.78722264770784,70.0,98.0,100.0,15.01
526,Porvoo,60.58043614539122,25.74989669334161,18.81,73.0,75.0,14.97
527,Dubreka,10.054647081493002,-13.358876095919243,84.2,70.0,0.0,6.91
528,Kachikau,-18.494016860144015,23.527242165366573,,,,
529,Carson City,38.63186431160321,-119.39509906163042,40.39,45.0,20.0,2.06
530,Waddan,28.92416955277446,17.637314443887135,58.3,53.0,0.0,13.09
531,Nelson Bay,-36.9422655629467,159.17194917546988,67.06,73.0,75.0,17.27
532,Tevaitoa,-17.533021700144502,-152.42783128999847,81.73,73.0,50.0,11.79
533,Latung,4.707631174451407,121.72660057357064,81.99,77.0,100.0,14.34
534,Virginia Beach,36.21681877081923,-73.4290027537959,37.72,93.0,90.0,8.05
535,Namatanai,3.9254056066331913,157.6950522002573,79.38,80.0,58.0,2.86
536,Bogande,12.830270416312942,0.09388807230109819,85.68,12.0,0.0,8.66
537,Kismayo,-2.2446322797350575,45.20825184005014,77.02,82.0,0.0,16.96
538,Colares,38.326623802600295,-13.458235093681196,59.04,63.0,39.0,5.99
539,Marcona,-19.591201478488713,-78.79605505143252,,,,
540,Palabuhanratu,-15.177889814590358,100.74732036591462,,,,
541,Bobo Dioulasso,10.687064606218769,-4.14370795187989,91.4,38.0,0.0,3.44
542,Nekhayevskiy,50.37392874808967,41.81772843372562,9.0,77.0,90.0,5.01
543,Halalo,-14.133744525160608,-175.68038761192577,,,,
544,Ekuvukeni,-28.491766257443913,29.805701591458615,67.57,88.0,100.0,0.58
545,Tomatlan,19.042106673132437,-105.85988606901427,79.81,39.0,0.0,10.02
546,Kondinskoye,60.63800853091615,67.4063987495592,17.82,97.0,100.0,9.78
547,Itaituba,-4.979604135660267,-54.5198670349112,80.6,89.0,90.0,2.33
548,Ilulissat,70.45877590370921,-44.36015446866358,10.4,61.0,90.0,9.22
549,Kardla,59.0201904939303,22.839042255097723,23.0,81.0,98.0,8.99
550,Nantucket,38.51044693293872,-68.43782846642485,37.22,93.0,90.0,10.36
551,Marinette,45.55211336209672,-87.69454338291942,6.58,40.0,20.0,11.5
552,Hamilton,28.12847371396414,-63.187474607061375,26.53,63.0,75.0,6.91
553,Beterou,9.174746828993094,2.130197475690636,89.58,21.0,52.0,1.61
554,Arrecife,29.0489855598602,-12.281540080887282,68.0,77.0,0.0,4.61
555,Macusani,-13.155390811450715,-70.4564772925956,47.12,58.0,98.0,9.62
556,Tutoia,-0.05477991598780818,-41.572079861582864,87.8,70.0,20.0,16.11
557,Yeehaw Junction,27.768875071795307,-80.92735031503281,,,,
558,Saleaula,-2.518389484132541,-169.49566804415733,,,,
559,Atar,22.620054222989822,-12.446182751130152,77.2,16.0,0.0,10.78
560,Tashigang,27.17793292773959,91.5757131575237,52.09,64.0,45.0,3.0
561,Krasnoarmeysk,53.08679752918144,68.86384942506777,2.43,93.0,51.0,9.69
562,Ust-Omchug,61.311187571515774,149.76776446471217,-23.15,83.0,10.0,2.86
563,Biskamzha,53.48830561917805,88.97794103131878,11.86,93.0,100.0,3.65
564,Manjacaze,-24.043124837371877,33.87585276306075,76.37,90.0,100.0,8.59
565,Moerai,-22.003063106962472,-150.5549706809309,81.59,73.0,2.0,10.98
566,Kupang,-12.49484340797423,123.93696449989079,78.46,83.0,100.0,5.7
567,Tungor,53.24420225261309,144.04566908551197,9.14,96.0,95.0,5.32
568,Acajutla,12.532631190662386,-90.72659378764477,84.2,48.0,40.0,9.4
569,Juneau,57.135040729152024,-134.01949079028742,17.19,79.0,75.0,3.44
570,Maues,-4.769692998533429,-57.813529181479,79.5,92.0,100.0,0.29
571,Dabat,12.687522311061429,38.39183221291725,57.7,45.0,41.0,4.0
572,Rzhyshchiv,50.09701045672949,30.939446951241592,13.32,85.0,0.0,2.24
573,Bolungarvik,69.0788035620019,-26.91484050031181,,,,
574,Gorontalo,0.8613569820682159,123.47239039650276,75.38,88.0,100.0,4.05
575,Rawannawi,2.5290702968458305,174.55330747659337,,,,
576,Saint-Francois,18.1084316738108,-55.16209437433973,33.94,80.0,0.0,4.61
577,Orlovskiy,50.93251061055159,115.06193235141689,21.45,85.0,76.0,10.22
578,Imbituba,-28.89314994112995,-44.63600751166604,71.6,88.0,75.0,18.41
579,Hirara,26.511314930806037,125.59614014971584,68.9,76.0,0.0,19.15
580,General Roca,-38.99836684736875,-66.49134206544727,86.0,23.0,0.0,11.5
581,Sept-Iles,50.56784396875102,-66.26794756103688,16.27,62.0,75.0,8.05
582,Puerto Escondido,8.362191184747317,-98.94239279271494,84.2,79.0,1.0,14.97
583,Impfondo,1.52174034550211,19.138778562119057,84.13,48.0,100.0,1.05
584,Parambu,-6.360447832359853,-40.99502094437881,80.28,76.0,100.0,5.97
585,Bengkalis,1.2535330468444386,102.3998474975956,,,,
586,Yinchuan,38.10476570117811,105.14622360432281,26.28,70.0,0.0,5.01
587,Notre-Dame-Du-Lac,47.399247204395266,-68.97847933682212,18.88,68.0,100.0,1.14
588,Oktyabrskiy,55.97942840956193,99.22425502966917,8.46,92.0,100.0,15.01
589,Piranhas,-16.387476272771195,-52.15508259205954,82.92,73.0,100.0,7.61
590,Miragoane,19.01803551965871,-73.4480165745465,79.68,68.0,18.0,4.27
591,Domoni,-11.347312548824476,45.08079637528985,81.43,78.0,100.0,10.4
592,Qandala,13.136573838345228,49.26657869246728,75.78,63.0,0.0,2.8
593,Vilhena,-12.327325480159004,-60.55340089778315,73.4,94.0,75.0,17.27
594,Ambilobe,-10.022864273050203,47.67651354468131,75.29,91.0,99.0,1.07
595,Margate,-32.6202913964717,31.728398877908717,38.84,51.0,100.0,10.0
596,Pasni,23.850699879384038,63.255038354445475,70.21,74.0,0.0,12.28
597,Varhaug,57.49786323201954,4.0287879831537055,35.78,65.0,0.0,26.46
598,Leh,35.22780237502673,83.0093468092951,10.81,73.0,6.0,3.09
599,Xingyi,25.414769804472897,105.10001330024943,47.17,93.0,0.0,4.23
600,Jaszbereny,47.534936265464665,19.858170968917904,26.01,80.0,0.0,9.42
601,Ganganagar,29.941473525092917,73.877069183276,62.13,30.0,100.0,3.22
602,Petropavlovsk-Kamchatskiy,48.72712773643502,160.57862676829717,10.4,67.0,75.0,6.71
603,Breves,-1.5034475824076736,-50.07736764245308,80.67,90.0,100.0,5.26
604,Charlottesville,38.087588806313306,-78.43385649458374,35.55,87.0,90.0,4.61
